runId,broker,payloadBytes,rate,durationSec,sent,processed,errors,lost,throughput,latencyAvgMs,latencyP95Ms,latencyMaxMs,backlog,cpuPercent,memoryMiB,startedAt,finishedAt
rabbit-1024b-1000r-run-2026-04-22T11-54-43-406Z,rabbit,1024,1000,30,9502,1583,0,7919,52.77,2366.67,8346.00,14072.00,0,1.14,151.00,2026-04-22T11:54:43.407Z,2026-04-22T11:55:23.563Z
